VIN_1_10,County,City,State,Postal_Code,Model_Year,Make,Model,Electric_Vehicle_Type,Electric_Range,Base_MSRP,Legislative_District,DOL_Vehicle_ID,Electric_Utility
3C3CFFGE7D,king,auburn,WA,98002,2013,fiat,500,battery electric vehicle (bev),87,0,31,258404667,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5UXTA6C00M,king,bellevue,WA,98004,2021,bmw,x5,plug-in hybrid electric vehicle (phev),30,0,41,150946218,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDRMDLH7R,king,sammamish,WA,98074,2024,kia,sorento,plug-in hybrid electric vehicle (phev),32,0,45,261569710,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JHMZC5F17M,king,seattle,WA,98133,2021,honda,clarity,plug-in hybrid electric vehicle (phev),48,0,32,194156777,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1C4RJYE66P,clark,la center,WA,98629,2023,jeep,grand cherokee,plug-in hybrid electric vehicle (phev),25,0,18,238307653,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WVWPP7AUXF,king,shoreline,WA,98177,2015,volkswagen,e-golf,battery electric vehicle (bev),83,0,32,135051724,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4BR0DL3J,clark,battle ground,WA,98604,2018,volvo,xc60,plug-in hybrid electric vehicle (phev),17,52900,20,257643298,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5LMTJ5DZ9N,snohomish,lake stevens,WA,98258,2022,lincoln,corsair,plug-in hybrid electric vehicle (phev),28,0,44,195298120,PUGET SOUND ENERGY INC
JTJHKCFZXP,jefferson,port townsend,WA,98368,2023,lexus,nx,plug-in hybrid electric vehicle (phev),37,0,24,262089173,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
JA3215H47E,king,renton,WA,98056,2014,mitsubishi,i-miev,battery electric vehicle (bev),62,0,41,173355857,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RA6S57H,king,kenmore,WA,98028,2017,chevrolet,volt,plug-in hybrid electric vehicle (phev),53,0,46,138398739,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1FADP5CU7D,snohomish,lynnwood,WA,98087,2013,ford,c-max,plug-in hybrid electric vehicle (phev),19,0,21,349974089,PUGET SOUND ENERGY INC
WAUSPBFF4G,king,clyde hill,WA,98004,2016,audi,a3,plug-in hybrid electric vehicle (phev),16,0,48,145733367,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WP0AE2A77K,king,redmond,WA,98052,2019,porsche,panamera,plug-in hybrid electric vehicle (phev),14,0,45,154396301,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WAUUPBFF6G,kitsap,silverdale,WA,98383,2016,audi,a3,plug-in hybrid electric vehicle (phev),16,0,35,232184557,PUGET SOUND ENERGY INC
JA4T5UA91P,jefferson,port townsend,WA,98368,2023,mitsubishi,outlander,plug-in hybrid electric vehicle (phev),38,0,24,238355925,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
5YJSA1CG9D,king,bellevue,WA,98005,2013,tesla,model s,battery electric vehicle (bev),208,69900,41,163870773,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WMEEJ9AA3G,kitsap,bremerton,WA,98310,2016,smart,fortwo,battery electric vehicle (bev),68,0,23,238025455,PUGET SOUND ENERGY INC
KNDCR3LF3P,king,des moines,WA,98198,2023,kia,niro,plug-in hybrid electric vehicle (phev),33,0,33,237956694,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV1H60EP5R,king,duvall,WA,98019,2024,volvo,v60,plug-in hybrid electric vehicle (phev),41,0,45,261805246,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WP1AE2AY6M,king,kirkland,WA,98033,2021,porsche,cayenne,plug-in hybrid electric vehicle (phev),16,0,48,152521267,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDCD3LD9K,king,seatac,WA,98188,2019,kia,niro,plug-in hybrid electric vehicle (phev),26,0,33,319407623,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KL8CK6S04G,clark,vancouver,WA,98685,2016,chevrolet,spark,battery electric vehicle (bev),82,0,18,128753712,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
1G1RB6S54H,king,kirkland,WA,98034,2017,chevrolet,volt,plug-in hybrid electric vehicle (phev),53,0,45,262236299,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTDKAMFP3M,snohomish,monroe,WA,98272,2021,toyota,prius prime,plug-in hybrid electric vehicle (phev),25,0,39,150509068,PUGET SOUND ENERGY INC
JTMAB3FV5N,clark,vancouver,WA,98682,2022,toyota,rav4 prime,plug-in hybrid electric vehicle (phev),42,0,17,240296612,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
1FADP5FU8H,king,kirkland,WA,98033,2017,ford,c-max,plug-in hybrid electric vehicle (phev),20,0,48,170145258,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2C4RC1L75L,thurston,olympia,WA,98506,2020,chrysler,pacifica,plug-in hybrid electric vehicle (phev),32,0,22,136709065,PUGET SOUND ENERGY INC
KNDRMDLH6N,thurston,yelm,WA,98597,2022,kia,sorento,plug-in hybrid electric vehicle (phev),32,0,2,220322336,PUGET SOUND ENERGY INC
1N4BZ1DP4L,king,shoreline,WA,98177,2020,nissan,leaf,battery electric vehicle (bev),215,0,32,203244849,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JTMAB3FV8P,cowlitz,woodland,WA,98674,2023,toyota,rav4 prime,plug-in hybrid electric vehicle (phev),42,0,20,244366916,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
1C4RJXR63R,king,bellevue,WA,98008,2024,jeep,wrangler,plug-in hybrid electric vehicle (phev),21,0,48,260366235,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2C4RC1L76M,king,seattle,WA,98125,2021,chrysler,pacifica,plug-in hybrid electric vehicle (phev),32,0,46,142178641,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4BR0DM7N,king,seattle,WA,98177,2022,volvo,xc60,plug-in hybrid electric vehicle (phev),18,0,32,185967897,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1RH6E43E,clark,vancouver,WA,98684,2014,chevrolet,volt,plug-in hybrid electric vehicle (phev),38,0,17,200657110,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
1G1RB6E40E,king,bothell,WA,98011,2014,chevrolet,volt,plug-in hybrid electric vehicle (phev),38,0,1,226527304,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDPYDDH0R,thurston,olympia,WA,98502,2024,kia,sportage,plug-in hybrid electric vehicle (phev),34,0,22,265842895,PUGET SOUND ENERGY INC
1FADP5CU4E,king,seattle,WA,98146,2014,ford,c-max,plug-in hybrid electric vehicle (phev),19,0,34,139016545,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JTDKAMFP5N,king,seattle,WA,98133,2022,toyota,prius prime,plug-in hybrid electric vehicle (phev),25,0,46,228177610,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
2C4RC1N74H,king,seattle,WA,98115,2017,chrysler,pacifica,plug-in hybrid electric vehicle (phev),33,0,46,349458490,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1RD6E47C,king,kirkland,WA,98034,2012,chevrolet,volt,plug-in hybrid electric vehicle (phev),35,0,45,238148900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1VAAGE6K,king,seattle,WA,98107,2019,audi,e-tron,battery electric vehicle (bev),204,0,43,3564130,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJXCBE28L,king,redmond,WA,98052,2020,tesla,model x,battery electric vehicle (bev),293,0,45,127090211,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1FADP3R40F,king,auburn,WA,98001,2015,ford,focus,battery electric vehicle (bev),76,0,47,168391485,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4H60DM4N,island,oak harbor,WA,98277,2022,volvo,xc60,plug-in hybrid electric vehicle (phev),35,0,10,202198398,PUGET SOUND ENERGY INC
WBY1Z4C51G,king,kirkland,WA,98033,2016,bmw,i3,plug-in hybrid electric vehicle (phev),72,0,48,154767427,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTJKKCFZ0S,king,seattle,WA,98146,2025,lexus,nx,plug-in hybrid electric vehicle (phev),37,0,34,269408968,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WBY8P4C50K,king,seattle,WA,98177,2019,bmw,i3,plug-in hybrid electric vehicle (phev),126,0,32,3650307,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1CG2D,king,kirkland,WA,98033,2013,tesla,model s,battery electric vehicle (bev),208,69900,48,220918155,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5UXKT0C5XG,king,shoreline,WA,98177,2016,bmw,x5,plug-in hybrid electric vehicle (phev),14,0,32,477836145,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KNDCE3LG2L,king,seattle,WA,98122,2020,kia,niro,battery electric vehicle (bev),239,0,37,157778120,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1E42K,king,seattle,WA,98119,2019,tesla,model s,battery electric vehicle (bev),270,0,36,478455939,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KNDCR3LF0P,king,seattle,WA,98178,2023,kia,niro,plug-in hybrid electric vehicle (phev),33,0,37,230362996,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4BC0PK9G,king,shoreline,WA,98177,2016,volvo,xc90,plug-in hybrid electric vehicle (phev),13,0,32,254815963,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KM8JFDA24N,king,tukwila,WA,98178,2022,hyundai,tucson,plug-in hybrid electric vehicle (phev),33,0,11,196239620,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WBY1Z2C55F,king,bellevue,WA,98006,2015,bmw,i3,battery electric vehicle (bev),81,0,41,2383209,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1FZ6S06K,kitsap,poulsbo,WA,98370,2019,chevrolet,bolt ev,battery electric vehicle (bev),238,0,23,261385841,PUGET SOUND ENERGY INC
KNDCE3LG7L,king,bellevue,WA,98004,2020,kia,niro,battery electric vehicle (bev),239,0,48,152461970,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1E2AFY4M,king,kirkland,WA,98033,2021,audi,q5 e,plug-in hybrid electric vehicle (phev),18,0,45,261778499,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTMEB3FV7N,king,bellevue,WA,98007,2022,toyota,rav4 prime,plug-in hybrid electric vehicle (phev),42,0,48,269743064,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KMHC05LH4K,king,kirkland,WA,98034,2019,hyundai,ioniq,battery electric vehicle (bev),124,0,1,478553316,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTDKN3DP2F,king,seattle,WA,98133,2015,toyota,prius plug-in,plug-in hybrid electric vehicle (phev),6,0,32,295500796,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJXCBE41J,king,mercer island,WA,98040,2018,tesla,model x,battery electric vehicle (bev),238,0,41,475403722,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2C4RC1N70M,king,redmond,WA,98052,2021,chrysler,pacifica,plug-in hybrid electric vehicle (phev),32,0,45,183052110,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJXCDE27L,king,seattle,WA,98125,2020,tesla,model x,battery electric vehicle (bev),289,0,46,241435680,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WAUUPBFF4G,thurston,rochester,WA,98579,2016,audi,a3,plug-in hybrid electric vehicle (phev),16,0,20,137314810,PUGET SOUND ENERGY INC
YV4BR0CM2N,king,sammamish,WA,98074,2022,volvo,xc90,plug-in hybrid electric vehicle (phev),18,0,45,176515643,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3FA6P0SU7K,clark,vancouver,WA,98664,2019,ford,fusion,plug-in hybrid electric vehicle (phev),26,0,49,8941040,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
YV4BR0PL1J,king,seattle,WA,98125,2018,volvo,xc90,plug-in hybrid electric vehicle (phev),19,64950,46,153966291,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJXCDE24L,king,kirkland,WA,98034,2020,tesla,model x,battery electric vehicle (bev),289,0,1,256001987,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1F2BFY5P,king,seattle,WA,98146,2023,audi,q5 e,plug-in hybrid electric vehicle (phev),23,0,34,244836245,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
3FA6P0PU4J,clark,battle ground,WA,98604,2018,ford,fusion,plug-in hybrid electric vehicle (phev),21,0,18,144361626,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
1G1RA6E41E,king,seattle,WA,98115,2014,chevrolet,volt,plug-in hybrid electric vehicle (phev),38,0,46,229468158,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JTDKAMFP8M,king,kirkland,WA,98033,2021,toyota,prius prime,plug-in hybrid electric vehicle (phev),25,0,48,138800476,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDJX3AE4J,snohomish,lake stevens,WA,98258,2018,kia,soul ev,battery electric vehicle (bev),111,33950,44,259828313,PUGET SOUND ENERGY INC
YV4BR00K4M,king,burien,WA,98146,2021,volvo,xc90,plug-in hybrid electric vehicle (phev),18,0,34,132127418,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1N4BZ1CP0K,king,seattle,WA,98115,2019,nissan,leaf,battery electric vehicle (bev),150,0,43,301650569,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1FW6S00K,king,seattle,WA,98125,2019,chevrolet,bolt ev,battery electric vehicle (bev),238,0,46,474517389,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JTMCB3FV5M,clark,vancouver,WA,98685,2021,toyota,rav4 prime,plug-in hybrid electric vehicle (phev),42,0,18,180298079,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5YJXCDE20H,king,north bend,WA,98045,2017,tesla,model x,battery electric vehicle (bev),200,0,5,295464956,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
LYVBR0DK1K,king,kirkland,WA,98033,2019,volvo,xc60,plug-in hybrid electric vehicle (phev),17,52900,48,264443714,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1E16G,king,seattle,WA,98125,2016,tesla,model s,battery electric vehicle (bev),210,0,46,124918370,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KNDRJDLH3N,cowlitz,silverlake,WA,98645,2022,kia,sorento,plug-in hybrid electric vehicle (phev),32,0,20,183387753,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
WBY1Z4C58G,king,shoreline,WA,98177,2016,bmw,i3,plug-in hybrid electric vehicle (phev),72,0,32,270564584,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4H60CXXP,king,bothell,WA,98011,2023,volvo,xc90,plug-in hybrid electric vehicle (phev),32,0,1,244884517,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4BC0PL3G,king,kirkland,WA,98034,2016,volvo,xc90,plug-in hybrid electric vehicle (phev),13,0,45,255784112,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV1BK0EP0M,king,duvall,WA,98019,2021,volvo,v60,plug-in hybrid electric vehicle (phev),22,0,45,253348028,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3FA6P0SU1E,jefferson,port ludlow,WA,98365,2014,ford,fusion,plug-in hybrid electric vehicle (phev),19,0,24,108145887,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
WP1AE2A25G,kitsap,seabeck,WA,98380,2016,porsche,cayenne,plug-in hybrid electric vehicle (phev),14,0,35,187199456,PUGET SOUND ENERGY INC
1G1RD6S52G,island,oak harbor,WA,98277,2016,chevrolet,volt,plug-in hybrid electric vehicle (phev),53,0,10,261531196,PUGET SOUND ENERGY INC
5YJSA1E27K,king,seattle,WA,98112,2019,tesla,model s,battery electric vehicle (bev),270,0,43,477395950,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4H60CA7P,yakima,yakima,WA,98908,2023,volvo,xc90,plug-in hybrid electric vehicle (phev),32,0,14,259084612,PACIFICORP
JTMEB3FV2R,king,kirkland,WA,98034,2024,toyota,rav4 prime,plug-in hybrid electric vehicle (phev),42,0,45,263236074,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RB6S51J,jefferson,port ludlow,WA,98365,2018,chevrolet,volt,plug-in hybrid electric vehicle (phev),53,0,24,147086908,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
KL8CL6S01F,thurston,olympia,WA,98506,2015,chevrolet,spark,battery electric vehicle (bev),82,0,22,192070560,PUGET SOUND ENERGY INC
WDDVP9AB8E,clark,vancouver,WA,98684,2014,mercedes-benz,b-class,battery electric vehicle (bev),87,0,17,143119203,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WP1AE2A26G,clark,vancouver,WA,98662,2016,porsche,cayenne,plug-in hybrid electric vehicle (phev),14,0,17,171523551,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WBA8E1C54G,kitsap,bainbridge island,WA,98110,2016,bmw,330e,plug-in hybrid electric vehicle (phev),14,43700,23,475367182,PUGET SOUND ENERGY INC
YV4BR0DK0M,king,redmond,WA,98052,2021,volvo,xc60,plug-in hybrid electric vehicle (phev),18,0,45,153926545,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RD6E4XF,king,kirkland,WA,98034,2015,chevrolet,volt,plug-in hybrid electric vehicle (phev),38,0,1,261320734,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1FMCU0KZ6N,clark,vancouver,WA,98685,2022,ford,escape,plug-in hybrid electric vehicle (phev),38,0,18,227247457,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5YJXCAE2XL,king,redmond,WA,98052,2020,tesla,model x,battery electric vehicle (bev),293,0,48,2223427,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTDKAMFP0N,king,renton,WA,98056,2022,toyota,prius prime,plug-in hybrid electric vehicle (phev),25,0,37,245541152,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTDKN3DPXE,king,federal way,WA,98003,2014,toyota,prius plug-in,plug-in hybrid electric vehicle (phev),6,0,30,190466244,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTMAB3FV7P,thurston,rainier,WA,98576,2023,toyota,rav4 prime,plug-in hybrid electric vehicle (phev),42,0,2,236505139,PUGET SOUND ENERGY INC
WDDVP9AB6E,thurston,olympia,WA,98512,2014,mercedes-benz,b-class,battery electric vehicle (bev),87,0,35,100195742,PUGET SOUND ENERGY INC
KNDJX3AE3H,thurston,yelm,WA,98597,2017,kia,soul ev,battery electric vehicle (bev),93,32250,2,155780691,PUGET SOUND ENERGY INC
JTMAB3FV6P,king,bellevue,WA,98008,2023,toyota,rav4 prime,plug-in hybrid electric vehicle (phev),42,0,48,257933707,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTDKARFP2J,king,seattle,WA,98125,2018,toyota,prius prime,plug-in hybrid electric vehicle (phev),25,0,46,116584898,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JTDKAMFP9N,king,seatac,WA,98188,2022,toyota,prius prime,plug-in hybrid electric vehicle (phev),25,0,33,258019807,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RB6E43D,clark,vancouver,WA,98683,2013,chevrolet,volt,plug-in hybrid electric vehicle (phev),38,0,17,278525782,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5YJSA1H20F,king,bellevue,WA,98004,2015,tesla,model s,battery electric vehicle (bev),208,0,41,122702429,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDRMDJH8S,king,seattle,WA,98177,2025,kia,sorento,plug-in hybrid electric vehicle (phev),30,0,36,268287176,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WA1E2AFY0R,king,sammamish,WA,98075,2024,audi,q5 e,plug-in hybrid electric vehicle (phev),23,0,41,269163289,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KM8K53AG6L,king,seattle,WA,98125,2020,hyundai,kona,battery electric vehicle (bev),258,0,46,2986420,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WA12AAGE7M,king,seattle,WA,98119,2021,audi,e-tron sportback,battery electric vehicle (bev),218,0,36,138385957,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1FADP5CU3G,king,kent,WA,98030,2016,ford,c-max,plug-in hybrid electric vehicle (phev),19,0,47,237981943,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDCE3LG6L,king,bellevue,WA,98005,2020,kia,niro,battery electric vehicle (bev),239,0,41,138677276,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4H60LE4R,clark,vancouver,WA,98685,2024,volvo,xc90,plug-in hybrid electric vehicle (phev),32,0,18,253622848,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5YJXCBE47L,king,redmond,WA,98052,2020,tesla,model x,battery electric vehicle (bev),293,0,45,254775594,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDCC3LG7L,clark,vancouver,WA,98663,2020,kia,niro,battery electric vehicle (bev),239,0,49,144954547,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
KNDJX3AE4G,king,seattle,WA,98133,2016,kia,soul,battery electric vehicle (bev),93,31950,32,153963589,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1H21F,king,duvall,WA,98019,2015,tesla,model s,battery electric vehicle (bev),208,0,45,238407263,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RB6E45F,king,kirkland,WA,98034,2015,chevrolet,volt,plug-in hybrid electric vehicle (phev),38,0,45,102539720,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JA4J24A59K,king,seattle,WA,98144,2019,mitsubishi,outlander,plug-in hybrid electric vehicle (phev),22,0,37,8103973,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJXCDE22L,clark,vancouver,WA,98682,2020,tesla,model x,battery electric vehicle (bev),289,0,18,263121666,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
KMHE14L23G,clark,vancouver,WA,98682,2016,hyundai,sonata,plug-in hybrid electric vehicle (phev),27,0,17,476568662,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WBY8P6C5XK,snohomish,lake stevens,WA,98258,2019,bmw,i3,battery electric vehicle (bev),153,0,44,207098538,PUGET SOUND ENERGY INC
WMZ23BS04P,king,bellevue,WA,98005,2023,mini,countryman,plug-in hybrid electric vehicle (phev),17,0,48,233657007,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WBY1Z2C5XF,king,sammamish,WA,98075,2015,bmw,i3,battery electric vehicle (bev),81,0,41,279385004,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1C4RJXU64R,clark,vancouver,WA,98686,2024,jeep,wrangler,plug-in hybrid electric vehicle (phev),21,0,17,267078136,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
KNDCD3LD6N,kitsap,port orchard,WA,98366,2022,kia,niro,plug-in hybrid electric vehicle (phev),26,0,26,202939306,PUGET SOUND ENERGY INC
3MW39FS03P,king,issaquah,WA,98027,2023,bmw,330e,plug-in hybrid electric vehicle (phev),20,0,5,228261820,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2C4RC1H75J,clark,vancouver,WA,98662,2018,chrysler,pacifica,plug-in hybrid electric vehicle (phev),33,0,17,477368377,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
1G1RA6E40F,king,shoreline,WA,98133,2015,chevrolet,volt,plug-in hybrid electric vehicle (phev),38,0,32,295888316,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KNDCM3LD1M,clark,vancouver,WA,98686,2021,kia,niro,plug-in hybrid electric vehicle (phev),26,0,17,156697299,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
KMHC75LH5J,island,oak harbor,WA,98277,2018,hyundai,ioniq,battery electric vehicle (bev),124,0,10,267578027,PUGET SOUND ENERGY INC
KNDCD3LD4K,king,lake forest park,WA,98155,2019,kia,niro,plug-in hybrid electric vehicle (phev),26,0,46,116842386,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WMZ23BS04N,king,seattle,WA,98109,2022,mini,countryman,plug-in hybrid electric vehicle (phev),17,0,43,178956536,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JA4T5WA9XR,king,seattle,WA,98112,2024,mitsubishi,outlander,plug-in hybrid electric vehicle (phev),38,0,43,257773890,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1RC6E40F,jefferson,brinnon,WA,98320,2015,chevrolet,volt,plug-in hybrid electric vehicle (phev),38,0,24,475182025,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF MASON COUNTY|PUD NO 1 OF JEFFERSON COUNTY
WA1VABGE2K,clark,vancouver,WA,98685,2019,audi,e-tron,battery electric vehicle (bev),204,0,18,209235288,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
YV4BC0PK8G,king,seattle,WA,98122,2016,volvo,xc90,plug-in hybrid electric vehicle (phev),13,0,37,117502703,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JM3KKDHA7R,king,bellevue,WA,98007,2024,mazda,cx-90,plug-in hybrid electric vehicle (phev),26,0,48,263320935,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTMFB3FV9N,king,seattle,WA,98109,2022,toyota,rav4 prime,plug-in hybrid electric vehicle (phev),42,0,36,196714409,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WA1E2AFY8N,king,seattle,WA,98125,2022,audi,q5,plug-in hybrid electric vehicle (phev),22,0,46,192775453,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
3FA6P0SU1G,king,seattle,WA,98125,2016,ford,fusion,plug-in hybrid electric vehicle (phev),19,0,46,185784770,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
