VIN_1_10,County,City,State,Postal_Code,Model_Year,Make,Model,Electric_Vehicle_Type,Electric_Range,Base_MSRP,Legislative_District,DOL_Vehicle_ID,Electric_Utility
KMHC65LD6N,king,seattle,WA,98115,2022,hyundai,ioniq,plug-in hybrid electric vehicle (phev),29,0,43,196444657,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
SALK19F42R,king,bellevue,WA,98006,2024,land rover,range rover,plug-in hybrid electric vehicle (phev),59,0,41,263259713,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4BC0PM6H,king,seattle,WA,98108,2017,volvo,xc90,plug-in hybrid electric vehicle (phev),14,0,11,223957555,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KMHE54L25G,king,seattle,WA,98103,2016,hyundai,sonata,plug-in hybrid electric vehicle (phev),27,0,36,228564801,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WP1AE2AY3N,king,mercer island,WA,98040,2022,porsche,cayenne,plug-in hybrid electric vehicle (phev),16,0,41,229914233,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3MW5P9J01M,king,seattle,WA,98136,2021,bmw,330e,plug-in hybrid electric vehicle (phev),20,0,34,171174846,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4H60CW4P,king,kent,WA,98030,2023,volvo,xc90,plug-in hybrid electric vehicle (phev),32,0,33,232752201,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1DN9C,king,bellevue,WA,98008,2012,tesla,model s,battery electric vehicle (bev),265,59900,48,158538369,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3FA6P0WU6L,king,seattle,WA,98104,2020,ford,fusion,plug-in hybrid electric vehicle (phev),26,0,43,120332894,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
SALWR4RY3M,king,mercer island,WA,98040,2021,land rover,range rover sport,plug-in hybrid electric vehicle (phev),19,0,41,260399310,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WP1AH2AY4N,king,mercer island,WA,98040,2022,porsche,cayenne,plug-in hybrid electric vehicle (phev),14,0,41,198875498,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5LMYJ8XY3N,snohomish,lynnwood,WA,98037,2022,lincoln,aviator,plug-in hybrid electric vehicle (phev),21,0,21,214903552,PUGET SOUND ENERGY INC
YV4BR0CK5N,king,seattle,WA,98105,2022,volvo,xc90,plug-in hybrid electric vehicle (phev),18,0,46,179045856,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5LMYJ8XY6N,kitsap,bremerton,WA,98311,2022,lincoln,aviator,plug-in hybrid electric vehicle (phev),21,0,23,180432199,PUGET SOUND ENERGY INC
WP1AE2A23G,king,tukwila,WA,98168,2016,porsche,cayenne,plug-in hybrid electric vehicle (phev),14,0,11,148766775,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
W1K6G6KB8R,king,kirkland,WA,98033,2024,mercedes-benz,s-class,plug-in hybrid electric vehicle (phev),46,0,45,269293412,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTJKKCFZ9R,king,seattle,WA,98118,2024,lexus,nx,plug-in hybrid electric vehicle (phev),37,0,37,267404336,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WA1F2AFY6L,king,seattle,WA,98116,2020,audi,q5 e,plug-in hybrid electric vehicle (phev),20,0,34,106222483,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WP1AE2A20J,king,sammamish,WA,98074,2018,porsche,cayenne,plug-in hybrid electric vehicle (phev),14,0,41,181601556,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WBY7Z2C51J,king,redmond,WA,98052,2018,bmw,i3,battery electric vehicle (bev),114,0,48,469160863,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA4H41F,king,bothell,WA,98011,2015,tesla,model s,battery electric vehicle (bev),208,0,1,213164633,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WMEFK9BA9H,king,seattle,WA,98146,2017,smart,fortwo,battery electric vehicle (bev),57,0,34,259088056,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KMHE54L28K,thurston,yelm,WA,98597,2019,hyundai,sonata,plug-in hybrid electric vehicle (phev),28,0,2,264942254,PUGET SOUND ENERGY INC
YV4BR0DM0L,snohomish,edmonds,WA,98020,2020,volvo,xc60,plug-in hybrid electric vehicle (phev),19,0,21,131810101,PUGET SOUND ENERGY INC
KM8JBDA26N,king,sammamish,WA,98074,2022,hyundai,tucson,plug-in hybrid electric vehicle (phev),33,0,45,269389893,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1F2AFY3R,king,kent,WA,98030,2024,audi,q5 e,plug-in hybrid electric vehicle (phev),23,0,47,263298934,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
SADHB2S17L,snohomish,everett,WA,98208,2020,jaguar,i-pace,battery electric vehicle (bev),234,0,21,120350212,PUGET SOUND ENERGY INC
LYVBR0DL3K,king,bellevue,WA,98006,2019,volvo,xc60,plug-in hybrid electric vehicle (phev),17,52900,41,226015730,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WMZYU7C46J,king,seattle,WA,98115,2018,mini,countryman,plug-in hybrid electric vehicle (phev),12,36800,46,346961653,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJXCBE4XH,king,newcastle,WA,98059,2017,tesla,model x,battery electric vehicle (bev),200,0,41,269573916,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
SADHB2S12K,thurston,olympia,WA,98512,2019,jaguar,i-pace,battery electric vehicle (bev),234,0,35,220081816,PUGET SOUND ENERGY INC
WA1VABGE0M,clark,washougal,WA,98671,2021,audi,e-tron,battery electric vehicle (bev),222,0,18,214826622,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
YV4BR0DL9J,king,kirkland,WA,98033,2018,volvo,xc60,plug-in hybrid electric vehicle (phev),17,52900,48,246174470,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4BR0PM4J,king,mercer island,WA,98040,2018,volvo,xc90,plug-in hybrid electric vehicle (phev),19,64950,41,172855630,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4H600A7P,clark,washougal,WA,98671,2023,volvo,xc90,plug-in hybrid electric vehicle (phev),32,0,18,235235290,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA)
WA1F2AFY2P,clark,vancouver,WA,98664,2023,audi,q5 e,plug-in hybrid electric vehicle (phev),23,0,49,228358840,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5YJXCDE43K,king,clyde hill,WA,98004,2019,tesla,model x,battery electric vehicle (bev),289,0,48,183110763,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4BR0CM6N,king,seattle,WA,98117,2022,volvo,xc90,plug-in hybrid electric vehicle (phev),18,0,36,186588713,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1RA6S56K,kitsap,bremerton,WA,98311,2019,chevrolet,volt,plug-in hybrid electric vehicle (phev),53,0,23,220452200,PUGET SOUND ENERGY INC
YV4H60DA2P,king,seattle,WA,98117,2023,volvo,xc60,plug-in hybrid electric vehicle (phev),35,0,36,259275397,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YM23CS03R,thurston,tumwater,WA,98512,2024,bmw,xm,plug-in hybrid electric vehicle (phev),31,0,22,261969095,PUGET SOUND ENERGY INC
WBY7Z4C59J,kitsap,port orchard,WA,98367,2018,bmw,i3,plug-in hybrid electric vehicle (phev),97,0,26,314458994,PUGET SOUND ENERGY INC
WMEEJ9AA4E,king,seattle,WA,98116,2014,smart,fortwo electric drive,battery electric vehicle (bev),58,0,34,348450266,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WMZ23BS01N,king,bellevue,WA,98008,2022,mini,countryman,plug-in hybrid electric vehicle (phev),17,0,48,153956519,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WP0AH2A72M,king,bellevue,WA,98004,2021,porsche,panamera,plug-in hybrid electric vehicle (phev),17,0,41,193329328,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4BR00K2N,king,seattle,WA,98115,2022,volvo,xc90,plug-in hybrid electric vehicle (phev),18,0,46,179876140,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1FTZR0817Y,king,seattle,WA,98117,2000,ford,ranger,battery electric vehicle (bev),58,0,36,142611402,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4H60CX6P,king,bellevue,WA,98004,2023,volvo,xc90,plug-in hybrid electric vehicle (phev),32,0,41,228768123,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1FMCU0E13R,clallam,port angeles,WA,98363,2024,ford,escape,plug-in hybrid electric vehicle (phev),37,0,24,267282858,BONNEVILLE POWER ADMINISTRATION||CITY OF PORT ANGELES - (WA)
KMHE54L23K,king,seattle,WA,98103,2019,hyundai,sonata,plug-in hybrid electric vehicle (phev),28,0,46,2621741,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1RA6E40C,kittitas,cle elum,WA,98922,2012,chevrolet,volt,plug-in hybrid electric vehicle (phev),35,0,13,180861012,PUGET SOUND ENERGY INC
KNDCC3LD0J,thurston,olympia,WA,98506,2018,kia,niro,plug-in hybrid electric vehicle (phev),26,0,22,102148742,PUGET SOUND ENERGY INC
WBA5P9C0XN,kitsap,bainbridge island,WA,98110,2022,bmw,330e,plug-in hybrid electric vehicle (phev),22,0,23,228434104,PUGET SOUND ENERGY INC
2C4RC1N79M,kitsap,poulsbo,WA,98370,2021,chrysler,pacifica,plug-in hybrid electric vehicle (phev),32,0,23,180837653,PUGET SOUND ENERGY INC
WP0AE2A74J,king,renton,WA,98056,2018,porsche,panamera,plug-in hybrid electric vehicle (phev),16,0,41,157473186,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WBY2Z4C57K,snohomish,mukilteo,WA,98275,2019,bmw,i8,plug-in hybrid electric vehicle (phev),18,0,21,120526556,PUGET SOUND ENERGY INC
WVWKP7AU9F,king,seattle,WA,98126,2015,volkswagen,e-golf,battery electric vehicle (bev),83,0,34,349282482,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1RA6E45C,king,seattle,WA,98103,2012,chevrolet,volt,plug-in hybrid electric vehicle (phev),35,0,36,228480381,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1FMCU0KZ9M,king,bellevue,WA,98006,2021,ford,escape,plug-in hybrid electric vehicle (phev),38,0,41,180128756,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
SADHC2S12L,king,seattle,WA,98112,2020,jaguar,i-pace,battery electric vehicle (bev),234,0,43,4870820,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
3FA6P0WUXL,king,seattle,WA,98104,2020,ford,fusion,plug-in hybrid electric vehicle (phev),26,0,43,4766520,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
SALWV2RY3L,king,seattle,WA,98106,2020,land rover,range rover sport,plug-in hybrid electric vehicle (phev),19,0,34,267361027,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JTJKKCFZ9S,king,enumclaw,WA,98022,2025,lexus,nx,plug-in hybrid electric vehicle (phev),37,0,31,267292651,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5LMYJ8XY1N,clark,ridgefield,WA,98642,2022,lincoln,aviator,plug-in hybrid electric vehicle (phev),21,0,18,196474715,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WMEFJ9BA4H,king,duvall,WA,98019,2017,smart,fortwo,battery electric vehicle (bev),58,0,45,152441432,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
SJAA72ZV7R,clark,camas,WA,98607,2024,bentley,bentayga,plug-in hybrid electric vehicle (phev),28,0,18,268454763,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
YV4H600NXP,king,seattle,WA,98112,2023,volvo,xc90,plug-in hybrid electric vehicle (phev),32,0,43,225837293,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
3MW39FF02P,pierce,tacoma,WA,98445,2023,bmw,330e,plug-in hybrid electric vehicle (phev),22,0,25,233881490,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PARKLAND LIGHT & WATER COMPANY|PENINSULA LIGHT COMPANY
WBY2Z2C55E,king,bellevue,WA,98004,2014,bmw,i8,plug-in hybrid electric vehicle (phev),14,0,48,235389689,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RD6S54K,king,seattle,WA,98109,2019,chevrolet,volt,plug-in hybrid electric vehicle (phev),53,0,36,260377715,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WBY8P2C09L,jefferson,port ludlow,WA,98365,2020,bmw,i3,battery electric vehicle (bev),153,0,24,135087382,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
JTJKKCFZ5N,clark,camas,WA,98607,2022,lexus,nx,plug-in hybrid electric vehicle (phev),37,0,18,257844807,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
JHMZC5F35K,king,seattle,WA,98125,2019,honda,clarity,plug-in hybrid electric vehicle (phev),47,0,46,257198028,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4BR0DK7J,king,seattle,WA,98107,2018,volvo,xc60,plug-in hybrid electric vehicle (phev),17,52900,36,206093387,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WBY2Z2C50F,king,seattle,WA,98115,2015,bmw,i8,plug-in hybrid electric vehicle (phev),14,0,46,195045252,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1V48F,island,langley,WA,98260,2015,tesla,model s,battery electric vehicle (bev),208,0,10,229176797,PUGET SOUND ENERGY INC
1G1RC6S57K,king,kenmore,WA,98028,2019,chevrolet,volt,plug-in hybrid electric vehicle (phev),53,0,46,253698777,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1AC7D,king,seattle,WA,98117,2013,tesla,model s,battery electric vehicle (bev),208,69900,36,221764140,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4H60CX9P,king,seattle,WA,98126,2023,volvo,xc90,plug-in hybrid electric vehicle (phev),32,0,34,251281880,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
3C3CFFGE2K,island,oak harbor,WA,98277,2019,fiat,500,battery electric vehicle (bev),84,0,10,269581063,PUGET SOUND ENERGY INC
WP0BK2A74M,king,bellevue,WA,98004,2021,porsche,panamera,plug-in hybrid electric vehicle (phev),18,0,48,268266932,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WBA13AG04M,kitsap,kingston,WA,98346,2021,bmw,530e,plug-in hybrid electric vehicle (phev),21,0,23,267303228,PUGET SOUND ENERGY INC
YV4BR00K9N,kitsap,bainbridge island,WA,98110,2022,volvo,xc90,plug-in hybrid electric vehicle (phev),18,0,23,182597082,PUGET SOUND ENERGY INC
WP0AC2Y19L,king,seattle,WA,98199,2020,porsche,taycan,battery electric vehicle (bev),192,0,36,266018000,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WP0BE2A7XP,jefferson,port ludlow,WA,98365,2023,porsche,panamera,plug-in hybrid electric vehicle (phev),18,0,24,238952402,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
1G1RD6S52J,pierce,gig harbor,WA,98329,2018,chevrolet,volt,plug-in hybrid electric vehicle (phev),53,0,26,161648140,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
YV4BR0DM3K,king,kirkland,WA,98034,2019,volvo,xc60,plug-in hybrid electric vehicle (phev),17,0,1,231195940,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4H60LE5R,king,seattle,WA,98106,2024,volvo,xc90,plug-in hybrid electric vehicle (phev),32,0,34,255188573,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WBY7Z2C50J,king,seattle,WA,98122,2018,bmw,i3,battery electric vehicle (bev),114,0,37,126046224,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4BR0PM2J,king,seattle,WA,98103,2018,volvo,xc90,plug-in hybrid electric vehicle (phev),19,64950,46,348630082,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1C4RJYC60N,king,seattle,WA,98126,2022,jeep,grand cherokee,plug-in hybrid electric vehicle (phev),25,0,34,224511255,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4BR0CL8L,king,kenmore,WA,98028,2020,volvo,xc90,plug-in hybrid electric vehicle (phev),18,0,46,263014426,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA4H26F,king,newcastle,WA,98059,2015,tesla,model s,battery electric vehicle (bev),208,0,41,138226679,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4BR0DM1M,king,seattle,WA,98117,2021,volvo,xc60,plug-in hybrid electric vehicle (phev),18,0,36,244202843,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KNDCC3LD9N,king,seattle,WA,98116,2022,kia,niro,plug-in hybrid electric vehicle (phev),26,0,34,193823542,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1FADP3R45F,king,bothell,WA,98011,2015,ford,focus,battery electric vehicle (bev),76,0,1,255434945,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RA6E48C,thurston,olympia,WA,98506,2012,chevrolet,volt,plug-in hybrid electric vehicle (phev),35,0,22,875101,PUGET SOUND ENERGY INC
YV4BR00L7L,king,redmond,WA,98053,2020,volvo,xc90,plug-in hybrid electric vehicle (phev),18,0,45,100603457,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1F2BFY3M,king,redmond,WA,98053,2021,audi,q5 e,plug-in hybrid electric vehicle (phev),19,0,45,268474601,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7JRBR0FM1K,king,seattle,WA,98177,2019,volvo,s60,plug-in hybrid electric vehicle (phev),22,0,32,107796531,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJXCDE23G,king,shoreline,WA,98177,2016,tesla,model x,battery electric vehicle (bev),200,0,32,208563428,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KMHC05LH3K,king,seattle,WA,98118,2019,hyundai,ioniq,battery electric vehicle (bev),124,0,11,241324646,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1RE6E45D,clark,la center,WA,98629,2013,chevrolet,volt,plug-in hybrid electric vehicle (phev),38,0,18,131703666,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
7JRBR0FL4L,king,bellevue,WA,98004,2020,volvo,s60,plug-in hybrid electric vehicle (phev),22,0,41,103149980,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WVWKR7AU1H,pierce,tacoma,WA,98404,2017,volkswagen,e-golf,battery electric vehicle (bev),125,0,27,178943502,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
YV4H60CN1P,king,bellevue,WA,98006,2023,volvo,xc90,plug-in hybrid electric vehicle (phev),32,0,41,218242909,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4BR0CM9K,king,medina,WA,98039,2019,volvo,xc90,plug-in hybrid electric vehicle (phev),17,0,48,242160565,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA12ABGE9L,king,kent,WA,98030,2020,audi,e-tron sportback,battery electric vehicle (bev),218,0,33,260286484,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WMEFJ9BA4K,king,seattle,WA,98122,2019,smart,eq fortwo,battery electric vehicle (bev),58,0,37,220464968,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JM3KJEHA1S,thurston,olympia,WA,98513,2025,mazda,cx-70,plug-in hybrid electric vehicle (phev),26,0,2,267326783,PUGET SOUND ENERGY INC
5LMTJ5DZ7N,clark,vancouver,WA,98664,2022,lincoln,corsair,plug-in hybrid electric vehicle (phev),28,0,49,258878924,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
YV4BR0CK7L,king,seattle,WA,98103,2020,volvo,xc90,plug-in hybrid electric vehicle (phev),18,0,36,255082467,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4BR0DK9N,kitsap,bainbridge island,WA,98110,2022,volvo,xc60,plug-in hybrid electric vehicle (phev),18,0,23,177556382,PUGET SOUND ENERGY INC
WA1LABGE2K,king,kirkland,WA,98033,2019,audi,e-tron,battery electric vehicle (bev),204,0,45,8147065,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
ZASPATDW2R,kitsap,kingston,WA,98346,2024,alfa romeo,tonale,plug-in hybrid electric vehicle (phev),33,0,23,253619432,PUGET SOUND ENERGY INC
WA1F2AFY4R,king,mercer island,WA,98040,2024,audi,q5 e,plug-in hybrid electric vehicle (phev),23,0,41,261310444,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RC6E49F,king,kent,WA,98032,2015,chevrolet,volt,plug-in hybrid electric vehicle (phev),38,0,33,330854905,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
4JGDA6DB6H,snohomish,woodway,WA,98020,2017,mercedes-benz,gle-class,plug-in hybrid electric vehicle (phev),10,0,32,111165708,PUGET SOUND ENERGY INC
7JRBR0FZ9N,king,mercer island,WA,98040,2022,volvo,s60,plug-in hybrid electric vehicle (phev),22,0,41,199464863,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WAUVPBFF9G,whatcom,bellingham,WA,98225,2016,audi,a3,plug-in hybrid electric vehicle (phev),16,0,40,336823448,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
5LMTJ5DZXP,king,mercer island,WA,98040,2023,lincoln,corsair,plug-in hybrid electric vehicle (phev),28,0,41,261043499,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4H60DK5P,king,seattle,WA,98117,2023,volvo,xc60,plug-in hybrid electric vehicle (phev),35,0,36,227517909,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KM8JBDA25P,king,snoqualmie,WA,98065,2023,hyundai,tucson,plug-in hybrid electric vehicle (phev),33,0,5,251097178,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WMEFK9BA4J,king,mercer island,WA,98040,2018,smart,eq fortwo,battery electric vehicle (bev),58,0,41,474059372,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WBY2Z6C51K,king,shoreline,WA,98177,2019,bmw,i8,plug-in hybrid electric vehicle (phev),17,0,32,152150085,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4BR0DZ9N,king,seattle,WA,98115,2022,volvo,xc60,plug-in hybrid electric vehicle (phev),18,0,46,192640626,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WDC0G5EB1J,king,seattle,WA,98146,2018,mercedes-benz,glc-class,plug-in hybrid electric vehicle (phev),9,0,34,182547081,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WBY8P6C59K,king,seattle,WA,98102,2019,bmw,i3,battery electric vehicle (bev),153,0,43,233333992,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WBY8P4C0XL,king,seattle,WA,98118,2020,bmw,i3,plug-in hybrid electric vehicle (phev),126,0,37,132996657,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1F2BFY0M,king,carnation,WA,98014,2021,audi,q5 e,plug-in hybrid electric vehicle (phev),19,0,5,261494719,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1FMCU0EZ4M,king,tukwila,WA,98188,2021,ford,escape,plug-in hybrid electric vehicle (phev),38,0,11,181082541,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDCD3LD8M,king,seattle,WA,98105,2021,kia,niro,plug-in hybrid electric vehicle (phev),26,0,46,161822328,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1V4XF,thurston,olympia,WA,98513,2015,tesla,model s,battery electric vehicle (bev),208,0,2,252848781,PUGET SOUND ENERGY INC
YV4H60CZ0N,king,seattle,WA,98117,2022,volvo,xc90,plug-in hybrid electric vehicle (phev),35,0,36,208477699,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KM8JBDA27P,snohomish,lake stevens,WA,98258,2023,hyundai,tucson,plug-in hybrid electric vehicle (phev),33,0,44,241470512,PUGET SOUND ENERGY INC
KM8S6DA27P,spokane,spokane,WA,99203,2023,hyundai,santa fe,plug-in hybrid electric vehicle (phev),30,0,3,233746243,MODERN ELECTRIC WATER COMPANY
JTMCB3FVXP,clark,vancouver,WA,98665,2023,toyota,rav4 prime,plug-in hybrid electric vehicle (phev),42,0,49,238896696,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WA1LAAGE9M,king,issaquah,WA,98027,2021,audi,e-tron,battery electric vehicle (bev),222,0,41,251970778,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1FMCU0EZ6M,king,seattle,WA,98104,2021,ford,escape,plug-in hybrid electric vehicle (phev),38,0,43,187225251,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
SALWR4RYXM,king,mercer island,WA,98040,2021,land rover,range rover sport,plug-in hybrid electric vehicle (phev),19,0,41,154060182,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WMZ23BS06N,kitsap,bainbridge island,WA,98110,2022,mini,countryman,plug-in hybrid electric vehicle (phev),17,0,23,193689359,PUGET SOUND ENERGY INC
7JRH60FL2P,king,seattle,WA,98105,2023,volvo,s60,plug-in hybrid electric vehicle (phev),41,0,46,228875307,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
YV4BR0CL6L,kitsap,bremerton,WA,98312,2020,volvo,xc90,plug-in hybrid electric vehicle (phev),18,0,35,108799169,PUGET SOUND ENERGY INC
WBY8P4C04L,king,mercer island,WA,98040,2020,bmw,i3,plug-in hybrid electric vehicle (phev),126,0,41,123951068,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3FA6P0WU9L,king,seattle,WA,98104,2020,ford,fusion,plug-in hybrid electric vehicle (phev),26,0,43,123812377,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
2C4RC1R7XM,clark,vancouver,WA,98664,2021,chrysler,pacifica,plug-in hybrid electric vehicle (phev),32,0,49,148903387,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5YJSA1S13F,king,seattle,WA,98117,2015,tesla,model s,battery electric vehicle (bev),208,0,36,183519745,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
SADHC2S11K,king,mercer island,WA,98040,2019,jaguar,i-pace,battery electric vehicle (bev),234,0,41,259653257,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RA6S50K,klickitat,goldendale,WA,98620,2019,chevrolet,volt,plug-in hybrid electric vehicle (phev),53,0,14,478712944,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY
